LBE,Brooklyn,11204,
MBE,WBE,BLACK,Cambria Heights,11411,
WBE,NON-MINORITY,Long Island City,11101,
LBE,Jamaica,11435,
WBE,NON-MINORITY,Brooklyn,11201,
MBE,ASIAN,Woodbridge,7095,
WBE,NON-MINORITY,Brooklyn,11205,
MBE,WBE,BLACK,Bronx,10466,
MBE,HISPANIC,Long Island City,11106,
MBE,HISPANIC,New York,10011,
MBE,LBE,ASIAN,Brooklyn,11236,
MBE,BLACK,Jamaica,11432,
MBE,BLACK,Far Rockaway,11691,
MBE,ASIAN,New York,10013,
MBE,ASIAN,New York,10011,
MBE,BLACK,Jamaica,11434,
MBE,HISPANIC,New York,10010,
MBE,WBE,HISPANIC,Union,7083,
MBE,BLACK,Brooklyn,11208,
MBE,BLACK,Bronx,10454,
MBE,WBE,ASIAN,Morris Plains,7950,
MBE,HISPANIC,Jackson Heights,11372,
MBE,WBE,ASIAN,New York,10011,
MBE,ASIAN,New York,10016,
MBE,BLACK,South Nyack,10960,
WBE,NON-MINORITY,Totowa,7511,
WBE,NON-MINORITY,Westfield,7090,
WBE,NON-MINORITY,New York,10018,
WBE,NON-MINORITY,New York,10003,
MBE,ASIAN,Brooklyn,11211,
MBE,HISPANIC,Bronx,10469,
MBE,BLACK,Bronx,10470,
WBE,NON-MINORITY,Jamaica,11430,
WBE,NON-MINORITY,Summit,7901,
MBE,WBE,HISPANIC,Bronx,10460,
MBE,WBE,ASIAN,New York,10022,
MBE,BLACK,Malverne,11565,
MBE,LBE,ASIAN,New York,10012,
MBE,BLACK,Briarwood,11435,
MBE,HISPANIC,Atlantic Beach,11509,
MBE,ASIAN,Brooklyn,11205,
MBE,BLACK,Bronx,10454,
WBE,NON-MINORITY,Middletown,10941,
MBE,BLACK,New York,10030,
MBE,WBE,BLACK,New York,10024,
MBE,ASIAN,Brooklyn,11226,
LBE,Huntington,11746,
MBE,BLACK,Brooklyn,11236,
MBE,ASIAN,New York,10038,
WBE,NON-MINORITY,Edgewater,7020,
WBE,NON-MINORITY,New York,10010,
MBE,BLACK,New York,10280,
MBE,BLACK,Kew Gardens,11415,
MBE,BLACK,Bronx,10457,
MBE,ASIAN,Cranbury,8512,
MBE,HISPANIC,New York,10011,
MBE,BLACK,Jamaica,11435,
WBE,NON-MINORITY,Huntington,11743,
MBE,ASIAN,Ozone Park,11417,
WBE,NON-MINORITY,New York,10025,
MBE,WBE,BLACK,Brooklyn,11233,
WBE,NON-MINORITY,Brooklyn,11218,
MBE,LBE,BLACK,Brooklyn,11210,
WBE,NON-MINORITY,Harrison,10532,
WBE,NON-MINORITY,Dix Hills,11746,
WBE,NON-MINORITY,New York,10012,
MBE,HISPANIC,New York,10019,
MBE,ASIAN,Bohemia,11716,
MBE,ASIAN,Brooklyn,11232,
WBE,NON-MINORITY,Island Park,11558,
MBE,WBE,BLACK,Bellerose Village,11001,
MBE,WBE,BLACK,Coram,11727,
WBE,NON-MINORITY,Tarrytown,10591,
MBE,BLACK,Brooklyn,11224,
WBE,NON-MINORITY,Palisades Park,7650,
MBE,BLACK,New York,10036,
MBE,BLACK,New York,10019,
MBE,HISPANIC,New York,10018,
WBE,NON-MINORITY,Hackensack,7601,
WBE,NON-MINORITY,New York,10032,
WBE,NON-MINORITY,Lindenhurst,11757,
MBE,HISPANIC,New York,10012,
WBE,NON-MINORITY,Westport,6880,
WBE,NON-MINORITY,New York,10004,
WBE,NON-MINORITY,Nyack,10960,
WBE,NON-MINORITY,New York,10007,
MBE,WBE,BLACK,New York,10031,
MBE,HISPANIC,Union City,7087,
MBE,HISPANIC,Hackensack,7601,
MBE,ASIAN,Flushing,11354,
WBE,N/A,Syosset,11791,
WBE,New York,10013,
MBE,WBE,BLACK,Bronx,10453,
MBE,WBE,BLACK,New York,10023,
MBE,BLACK,Jamaica,11432,
WBE,NON-MINORITY,New York,10013,
MBE,ASIAN,New York,10279,
MBE,ASIAN,Long Island City,11106,
MBE,WBE,New York,10018,
MBE,HISPANIC,Ridgewood,11385,
MBE,ASIAN,New York,10001,
WBE,NON-MINORITY,Staten Island,10310,
MBE,LBE,ASIAN,Brooklyn,11238,
WBE,NON-MINORITY,New York,10002,
WBE,NON-MINORITY,New York,10004,
MBE,BLACK,New York,10001,
MBE,BLACK,Elmont,11003,
MBE,BLACK,Ossining,10562,
MBE,BLACK,New York,10019,
MBE,ASIAN,Mineola,11501,
WBE,NON-MINORITY,Valley Stream,11581,
MBE,BLACK,New York,10035,
WBE,NON-MINORITY,Fort Salonga,11768,
WBE,NON-MINORITY,Brooklyn,11222,
MBE,LBE,ASIAN,New Hyde Park,11040,
MBE,WBE,ASIAN,Rutherford,7070,
WBE,NON-MINORITY,Brooklyn,11209,
MBE,BLACK,Uniondale,11556,
LBE,Middle Village,11379,
MBE,WBE,ASIAN,Jersey City,7310,
WBE,NON-MINORITY,New York,10016,
MBE,BLACK,Rosedale,11422,
MBE,BLACK,South Richmond Hill,11419,
WBE,NON-MINORITY,Brooklyn,11224,
MBE,BLACK,Brooklyn,11236,
MBE,BLACK,St. Albans,11412,
MBE,BLACK,New York,10030,
MBE,HISPANIC,Brooklyn,11206,
WBE,NON-MINORITY,Kinnelon,7405,
WBE,NON-MINORITY,Hackensack,7601,
MBE,WBE,BLACK,Deer Park,11729,
WBE,NON-MINORITY,Bronx,10454,
WBE,NON-MINORITY,Brooklyn,11201,
MBE,HISPANIC,New York,10036,
MBE,ASIAN,Ozone Park,11417,
WBE,NON-MINORITY,New York,10005,
MBE,WBE,BLACK,Freehold,7728,
WBE,NON-MINORITY,New York,10018,
WBE,NON-MINORITY,New York,10001,
WBE,NON-MINORITY,Old Bethpage,11804,
MBE,WBE,BLACK,Bronx,10456,
LBE,Old Bridge,8857,
MBE,ASIAN,Bayside,11361,
MBE,ASIAN,Flushing,11355,
WBE,NON-MINORITY,Manasquan,8736,
MBE,HISPANIC,New York,10001,
WBE,LBE,NON-MINORITY,Brooklyn,11229,
MBE,HISPANIC,Bronx,10465,
WBE,NON-MINORITY,Brooklyn,11206,
MBE,BLACK,New York,10035,
WBE,NON-MINORITY,New York,10022,
MBE,HISPANIC,Astoria,11106,
WBE,NON-MINORITY,New York,10004,
WBE,NON-MINORITY,Woodside,11377,
MBE,HISPANIC,Rockaway Park,11694,
MBE,BLACK,Bronx,10466,
MBE,BLACK,New York,10004,
MBE,WBE,ASIAN,Long Beach,11561,
MBE,ASIAN,New York,10120,
MBE,BLACK,Jamaica,11434,
MBE,WBE,BLACK,New York,10030,
MBE,BLACK,Tenafly,7670,
MBE,BLACK,Brooklyn,11210,
MBE,HISPANIC,Bronx,10451,
WBE,NON-MINORITY,New York,10009,
MBE,ASIAN,New York,10016,
MBE,LBE,HISPANIC,Brooklyn,11231,
MBE,BLACK,Mt. Vernon,10553,
MBE,LBE,BLACK,Brooklyn,11216,
MBE,BLACK,Yonkers,10701,
MBE,HISPANIC,New York,10025,
MBE,BLACK,Bronx,10457,
WBE,NON-MINORITY,Staten Island,10312,
WBE,NON-MINORITY,Staten Island,10314,
LBE,Staten Island,10302,
WBE,NON-MINORITY,Thornwood,10594,
MBE,HISPANIC,New York,10168,
MBE,BLACK,Richmond Hill,11419,
MBE,WBE,HISPANIC,Brooklyn,11218,
WBE,NON-MINORITY,New York,10075,
MBE,BLACK,Cambria Heights,11411,
WBE,NON-MINORITY,New York,10005,
MBE,HISPANIC,Central Islip,11722,
MBE,WBE,BLACK,New York,10026,
MBE,WBE,BLACK,Brooklyn,11205,
MBE,BLACK,Bronx,10475,
MBE,BLACK,New York,10018,
LBE,Staten Island,10314,
MBE,ASIAN,Brooklyn,11205,
MBE,WBE,HISPANIC,Bronx,10454,
MBE,HISPANIC,Mt. Vernon,10550,
MBE,HISPANIC,Jamaica,11433,
MBE,BLACK,New York,10004,
MBE,HISPANIC,Syosset,11791,
MBE,HISPANIC,Bronx,10469,
MBE,BLACK,Brooklyn,11226,
MBE,HISPANIC,West Haverstraw,10993,
MBE,WBE,BLACK,Bronx,10458,
MBE,WBE,BLACK,Brooklyn,11216,
WBE,NON-MINORITY,New York,10012,
WBE,NON-MINORITY,Long Island City,11101,
MBE,BLACK,Mineola,11501,
WBE,NON-MINORITY,Oakhurst,7755,
MBE,HISPANIC,New York,10029,
MBE,HISPANIC,New York,10038,
MBE,WBE,ASIAN,Greenbrook,8812,
MBE,BLACK,Mount Vernon,10553,
MBE,HISPANIC,Bronx,10456,
MBE,LBE,ASIAN,Astoria,11106,
MBE,LBE,HISPANIC,Roslyn,11576,
MBE,BLACK,Lyndhurst,7071,
MBE,WBE,BLACK,New York,10031,
WBE,NON-MINORITY,New York,10013,
MBE,BLACK,Brooklyn,11226,
MBE,BLACK,Bronx,10467,
WBE,NON-MINORITY,Montvale,7645,
WBE,NON-MINORITY,New York,10023,
WBE,NON-MINORITY,Congers,10920,
MBE,ASIAN,Brooklyn,11207,
MBE,HISPANIC,New York,10034,
WBE,NON-MINORITY,New York,10018,
MBE,BLACK,Yonkers,10703,
WBE,NON-MINORITY,Bronxville,10708,
WBE,NON-MINORITY,New York,10016,
MBE,WBE,ASIAN,West Islip,11795,
MBE,HISPANIC,Far Rockaway,11691,
WBE,NON-MINORITY,New York,10001,
MBE,BLACK,Brooklyn,11205,
MBE,ASIAN,River Edge,7661,
MBE,WBE,BLACK,New York,10037,
MBE,ASIAN,New York,10001,
MBE,ASIAN,Mountainside,7092,
MBE,BLACK,Brooklyn,11220,
WBE,NON-MINORITY,Brooklyn,11215,
WBE,NON-MINORITY,New York,10024,
WBE,NON-MINORITY,New York,10017,
MBE,WBE,ASIAN,Long Island City,11101,
MBE,ASIAN,New York,10007,
WBE,NON-MINORITY,Brooklyn,11208,
WBE,NON-MINORITY,Glendale,11385,
WBE,NON-MINORITY,Brooklyn,11218,
WBE,NON-MINORITY,Brooklyn,11234,
MBE,ASIAN,New York,10004,
MBE,HISPANIC,Bronx,10455,
WBE,NON-MINORITY,New York,10010,
LBE,Bronx,10475,
WBE,NON-MINORITY,Hazlet,7730,
MBE,BLACK,Hartsdale,10530,
MBE,ASIAN,Staten Island,10306,
MBE,BLACK,Brooklyn,11226,
MBE,BLACK,Brooklyn,11226,
MBE,ASIAN,Hoboken,7030,
MBE,ASIAN,Ozone Park,11417,
LBE,Maspeth,11378,
MBE,HISPANIC,Ozone Park,11417,
MBE,ASIAN,Staten Island,10310,
WBE,NON-MINORITY,Bayside,11361,
MBE,HISPANIC,Monsey,10952,
MBE,HISPANIC,Springfield Gardens,11413,
MBE,BLACK,Bronx,10467,
WBE,NON-MINORITY,New York,10013,
WBE,NON-MINORITY,Lattingtown,11560,
MBE,HISPANIC,Woodside,11377,
MBE,WBE,HISPANIC,Bronx,10467,
MBE,WBE,BLACK,Brookhaven,11719,
WBE,NON-MINORITY,Marion,2738,
MBE,HISPANIC,Brooklyn,11232,
MBE,HISPANIC,Westbury,11590,
MBE,ASIAN,New York,10007,
WBE,NON-MINORITY,Staten Island,10304,
MBE,BLACK,Bronx,10470,
MBE,WBE,HISPANIC,Howard Beach,11414,
MBE,BLACK,New York,10018,
MBE,BLACK,Englewood,7631,
MBE,WBE,BLACK,Brooklyn,11216,
MBE,BLACK,Freeport,11520,
MBE,HISPANIC,Central Islip,11722,
MBE,WBE,HISPANIC,New York,10003,
MBE,HISPANIC,Bronx,10460,
MBE,BLACK,Laurelton,11413,
MBE,Long Island City,11101,
MBE,HISPANIC,Flushing,11354,
MBE,BLACK,Mount Vernon,10550,
MBE,BLACK,Brooklyn,11210,
MBE,ASIAN,Brooklyn,11208,
MBE,WBE,BLACK,New York,10026,
MBE,ASIAN,Skillman,8558,
MBE,ASIAN,New York,10001,
MBE,HISPANIC,New York,10001,
WBE,NON-MINORITY,Flushing,11355,
MBE,HISPANIC,Brooklyn,11237,
MBE,WBE,BLACK,Mt. Vernon,10553,
MBE,HISPANIC,New York,10001,
WBE,NON-MINORITY,New York,10016,
WBE,NON-MINORITY,Bergenfield,7621,
MBE,WBE,HISPANIC,Teterboro,7608,
WBE,NON-MINORITY,Booton,7005,
LBE,Maspeth,11378,
MBE,BLACK,Newark,7107,
MBE,BLACK,New York,10038,
MBE,WBE,ASIAN,Farmingdale,11735,
MBE,ASIAN,Poughquag,12570,
MBE,BLACK,Princeton,8540,
MBE,BLACK,New York,10010,
MBE,ASIAN,Kenilworth,7033,
MBE,HISPANIC,Staten Island,10314,
MBE,WBE,HISPANIC,Vero Beach,32963,
MBE,WBE,HISPANIC,Brooklyn,11205,
WBE,NON-MINORITY,New York,10038,
MBE,ASIAN,New York,10021,
MBE,BLACK,Brooklyn,11236,
WBE,NON-MINORITY,Brooklyn,11206,
WBE,NON-MINORITY,Mineola,11501,
WBE,NON-MINORITY,New York,10010,
MBE,BLACK,New York,10029,
LBE,New York,10016,
WBE,LBE,NON-MINORITY,Maspeth,11378,
WBE,NON-MINORITY,Harrison,10528,
MBE,WBE,ASIAN,Medord,11763,
MBE,BLACK,New York,10001,
WBE,NON-MINORITY,Melville,11747,
MBE,BLACK,Bethel,6801,
MBE,HISPANIC,Long Island City,11101,
LBE,Massapequa,11758,
MBE,BLACK,Newark,7107,
WBE,NON-MINORITY,New York,10011,
MBE,BLACK,Huntington,11743,
WBE,NON-MINORITY,Baldwin,11510,
MBE,BLACK,Cambria Heights,11411,
WBE,NON-MINORITY,Forest Hills,11375,
MBE,BLACK,Rego Park,11374,
MBE,BLACK,Mount Vernon,10552,
WBE,NON-MINORITY,Garden City,11530,
WBE,NON-MINORITY,Cedarhurst,11516,
WBE,NON-MINORITY,New York,10119,
MBE,WBE,BLACK,Elmont,11003,
WBE,NON-MINORITY,New York,10010,
MBE,HISPANIC,Peekskill,10566,
MBE,HISPANIC,Peekskill,10566,
WBE,NON-MINORITY,Brooklyn,11201,
WBE,NON-MINORITY,Carle Place,11514,
MBE,WBE,HISPANIC,Hackensack,7601,
MBE,HISPANIC,New York,10010,
WBE,NON-MINORITY,Long Island City,11106,
MBE,HISPANIC,Brooklyn,11217,
MBE,BLACK,Huntington,11743,
MBE,ASIAN,Flushing,11354,
MBE,HISPANIC,New York,10005,
MBE,WBE,ASIAN,Merrick,11566,
MBE,WBE,ASIAN,Merrick,11566,
MBE,BLACK,Brooklyn,11226,
WBE,NON-MINORITY,Brooklyn,11235,
MBE,WBE,BLACK,New York,10005,
MBE,ASIAN,New York,10018,
MBE,HISPANIC,Bronx,10461,
WBE,NON-MINORITY,Millstone Township,8535,
WBE,NON-MINORITY,Yorktown Heights,10598,
WBE,NON-MINORITY,New York,10011,
LBE,Bronx,10465,
MBE,WBE,HISPANIC,New York,10001,
MBE,HISPANIC,Tuckahoe,10707,
LBE,Bronx,10465,
WBE,NON-MINORITY,New York,10010,
MBE,BLACK,Brooklyn,11211,
MBE,WBE,HISPANIC,Ossining,10562,
MBE,WBE,BLACK,White Plains,10601,
MBE,BLACK,New York,10005,
MBE,WBE,BLACK,Hawthorne,10532,
WBE,NON-MINORITY,New York,10013,
MBE,HISPANIC,South Ozone Park,11420,
WBE,NON-MINORITY,Levittown,11756,
MBE,BLACK,Bronx,10451,
MBE,ASIAN,Tinton Falls,7724,
WBE,NON-MINORITY,New York,10010,
MBE,BLACK,Lynbrook,11563,
MBE,ASIAN,Brooklyn,11237,
MBE,HISPANIC,New York,10005,
MBE,BLACK,Jamaica,11436,
MBE,ASIAN,New York,10013,
MBE,BLACK,Brooklyn,11216,
MBE,WBE,ASIAN,Dix Hills,11746,
MBE,BLACK,St. Albans,11412,
WBE,NON-MINORITY,Hazlet,7730,
MBE,BLACK,White Plains,10601,
MBE,BLACK,Brooklyn,11225,
WBE,NON-MINORITY,New York,10035,
MBE,BLACK,Brooklyn,11217,
MBE,BLACK,Valley Stream,11580,
MBE,WBE,BLACK,Yonkers,10701,
MBE,WBE,BLACK,New Rochelle,10801,
WBE,NON-MINORITY,Martinsville,8836,
WBE,NON-MINORITY,New York,10001,
WBE,NON-MINORITY,New York,10025,
WBE,NON-MINORITY,New York,10017,
MBE,BLACK,Edgewater,7020,
MBE,ASIAN,Brooklyn,11229,
MBE,BLACK,East Orange,7018,
MBE,ASIAN,Brooklyn,11205,
MBE,ASIAN,Briarcliff Manor,10510,
MBE,HISPANIC,Long Island City,11101,
WBE,NON-MINORITY,New York,10003,
MBE,WBE,HISPANIC,Brooklyn,11212,
WBE,NON-MINORITY,New York,10018,
MBE,ASIAN,New York,10036,
WBE,NON-MINORITY,Rahway,7065,
MBE,WBE,BLACK,New York,10007,
MBE,BLACK,Jamaica,11434,
MBE,ASIAN,New York,10038,
MBE,WBE,BLACK,New York,10026,
MBE,HISPANIC,Long Island City,11101,
WBE,NON-MINORITY,New York,10016,
WBE,NON-MINORITY,New York,10001,
MBE,BLACK,Bronx,10462,
WBE,NON-MINORITY,New York,10012,
MBE,HISPANIC,New York,10128,
MBE,HISPANIC,Long Island City,11101,
MBE,BLACK,Brooklyn,11213,
WBE,NON-MINORITY,Brooklyn,11241,
MBE,BLACK,West Babylon,11704,
MBE,HISPANIC,New York,10018,
WBE,NON-MINORITY,Long Island City,11101,
WBE,NON-MINORITY,New York,10017,
WBE,NON-MINORITY,Paramus,7652,
MBE,WBE,ASIAN,Woodcliff Lake,7677,
MBE,BLACK,Brooklyn,11225,
WBE,NON-MINORITY,New York,10007,
MBE,LBE,BLACK,Long Island City,11101,
MBE,WBE,HISPANIC,Elmont,11003,
MBE,ASIAN,N. Bergen,7047,
MBE,HISPANIC,New York,10005,
WBE,NON-MINORITY,West Babylon,11704,
WBE,NON-MINORITY,New York,10016,
WBE,NON-MINORITY,New York,10165,
MBE,ASIAN,New York,10022,
WBE,NON-MINORITY,New York,10001,
MBE,BLACK,New York,10006,
MBE,WBE,BLACK,Florham Park,7932,
MBE,BLACK,Bronx,10475,
MBE,ASIAN,New York,10001,
MBE,WBE,HISPANIC,Elmhurst,11373,
MBE,ASIAN,Bronx,10467,
WBE,Brooklyn,11201,
MBE,ASIAN,Bronx,10469,
MBE,WBE,ASIAN,Ardsley,10502,
MBE,WBE,BLACK,New York,10032,
MBE,WBE,HISPANIC,North Bellmore,11710,
LBE,Bronx,10466,
MBE,BLACK,Bronx,10473,
MBE,BLACK,Brooklyn,11213,
MBE,BLACK,Brooklyn,11236,
MBE,BLACK,New York,10037,
MBE,HISPANIC,New York,10007,
MBE,HISPANIC,Bronx,10467,
MBE,WBE,BLACK,Melville,11747,
MBE,ASIAN,Flushing,11354,
MBE,ASIAN,Brooklyn,11216,
MBE,HISPANIC,New York,10030,
MBE,BLACK,New York,10128,
MBE,WBE,BLACK,Brooklyn,11222,
WBE,NON-MINORITY,Brooklyn,11201,
MBE,WBE,HISPANIC,New City,10956,
WBE,NON-MINORITY,Queens Village,11429,
MBE,ASIAN,Iselin,8830,
MBE,BLACK,Jamaica,11433,
MBE,ASIAN,Queens Village,11428,
MBE,WBE,ASIAN,New York,10002,
MBE,WBE,BLACK,New York,10031,
MBE,BLACK,Bronx,10460,
MBE,HISPANIC,Roosevelt,11575,
MBE,ASIAN,Port Washington,11050,
MBE,HISPANIC,Brooklyn,11207,
WBE,NON-MINORITY,New York,10032,
MBE,HISPANIC,Bronx,10458,
MBE,BLACK,Bronx,10452,
MBE,ASIAN,New York,10010,
MBE,BLACK,Mount Vernon,10550,
WBE,NON-MINORITY,Riverdale,10471,
